"","psraid","sample","segment","int_date","lang","scregion","sstate"
"734",101034,1,1,32116,1,1,36
"735",204446,2,2,40116,1,3,24
"736",101233,1,1,31916,1,3,47
"737",201752,2,2,31316,1,1,36
"738",200765,2,2,30316,1,4,6
"739",205794,2,2,41216,1,2,17
"740",200284,2,2,22916,1,4,2
"741",207526,2,2,50816,2,1,36
"742",202742,2,2,31916,1,3,5
"743",204687,2,2,40316,1,1,42
"744",205792,2,2,41216,1,3,22
"745",101459,1,1,31916,1,1,34
"746",100169,1,1,22916,1,3,12
"747",400284,2,4,31916,1,1,42
"748",204098,2,2,32816,1,3,11
"749",209610,2,2,50616,1,2,17
"750",102786,1,1,42316,1,1,42
"751",204268,2,2,33016,1,1,33
"752",203976,2,2,32716,1,3,13
"753",202560,2,2,31616,1,3,48
"754",207703,2,2,42716,1,4,4
"755",201138,2,2,30616,1,3,37
"756",202596,2,2,32216,2,4,32
"757",205361,2,2,40916,1,3,28
"758",202884,2,2,31916,1,3,48
"759",205525,2,2,41016,1,3,48
"760",400223,2,4,50516,1,4,8
"761",100633,1,1,30216,1,4,6
"762",101481,1,1,30816,2,4,6
"763",201043,2,2,31116,2,1,36
"764",103148,1,1,50816,2,3,12
"765",100960,1,1,30416,1,1,42
"766",102716,1,1,41716,1,4,6
"767",202691,2,2,31916,1,3,48
"768",209297,2,2,50716,1,1,42
"769",205068,2,2,40716,2,4,6
"770",206969,2,2,42316,1,3,48
"771",204116,2,2,32816,1,4,6
"772",205819,2,2,41216,1,4,4
"773",209468,2,2,50416,1,4,6
"774",100082,1,1,22916,1,3,12
"775",400413,2,4,42316,1,3,13
"776",209777,2,2,50816,1,2,55
"777",200386,2,2,30116,1,3,11
"778",100147,1,1,22916,1,3,12
"779",100567,1,1,31216,2,1,36
"780",101213,1,1,31216,1,4,6
"781",203810,2,2,32616,1,3,13
"782",100082,1,1,22916,1,3,13
"783",400437,2,4,42316,1,3,48
"784",202787,2,2,31916,1,3,13
"785",102077,1,1,31716,1,4,6
"786",400285,2,4,31916,1,1,36
"787",100169,1,1,22916,1,2,26
"788",203524,2,2,32916,2,3,12
"789",200980,2,2,30516,1,3,48
"790",201634,2,2,31516,1,3,12
"791",207655,2,2,42716,1,2,26
"792",101329,1,1,31616,1,3,12
"793",201436,2,2,30916,2,4,6
"794",400297,2,4,32016,1,3,40
"795",203638,2,2,42816,1,2,17
"796",205883,2,2,41416,1,1,23
"797",101549,1,1,30916,1,2,26
"798",102537,1,1,40316,1,4,6
"799",206189,2,2,41616,1,2,29
"800",102029,1,1,31716,1,3,47
"801",205672,2,2,41116,1,2,17
"802",102022,1,1,31716,1,1,36
"803",206850,2,2,42316,1,3,22
"804",206841,2,2,42316,1,3,22
"805",209182,2,2,50416,1,3,40
"806",202181,2,2,31316,1,3,22
"807",400365,2,4,40916,1,3,47
"808",205195,2,2,40816,1,3,45
"809",202315,2,2,31416,1,4,32
"810",100538,1,1,32216,1,3,1
"811",204366,2,2,33116,2,3,48
"812",101279,1,1,30516,1,2,55
"813",103378,1,1,50116,1,3,48
"814",100134,1,1,30516,1,4,4
"815",205127,2,2,40716,1,3,12
"816",205723,2,2,41116,1,4,6
"817",207610,2,2,42716,2,1,25
"818",103360,1,1,50216,1,2,39
"819",201361,2,2,30816,1,2,17
"820",400368,2,4,41016,1,3,10
"821",102973,1,1,42316,1,4,6
"822",207060,2,2,42316,1,3,47
"823",208563,2,2,50316,1,2,17
"824",102299,1,1,32216,1,2,55
"825",400150,2,4,31016,1,1,42
"826",204412,2,2,33116,1,3,24
"827",207355,2,2,42516,1,4,6
"828",207851,2,2,42816,1,3,12
"829",201762,2,2,31416,1,3,48
"830",400494,2,4,42316,1,2,19
"831",209531,2,2,50516,2,4,41
"832",400088,2,4,30516,1,3,48
"833",209663,2,2,50616,1,1,36
"834",202981,2,2,32016,1,4,35
"835",209012,2,2,50316,1,3,40
"836",103213,1,1,43016,1,3,12
"837",100364,1,1,22916,1,4,6
"838",203989,2,2,32716,1,1,33
"839",101265,1,1,30516,1,2,55
"840",202315,2,2,31416,1,4,32
"841",100101,1,1,30116,1,2,17
"842",100837,1,1,30316,1,3,22
"843",200951,2,2,30416,1,4,4
"844",300283,1,3,50616,1,3,24
"845",207258,2,2,42416,1,4,4
"846",102563,1,1,40316,1,3,51
"847",207137,2,2,42416,1,3,5
"848",101487,1,1,30816,1,4,35
"849",203745,2,2,32616,1,4,35
"850",103642,1,1,50416,1,2,39
"851",204825,2,2,40516,1,3,48
"852",400201,2,4,31416,1,3,12
"853",200059,2,2,30416,1,3,48
"854",206992,2,2,42316,1,2,18
"855",202758,2,2,31916,1,1,36
"856",206958,2,2,42316,1,1,36
"857",209624,2,2,50616,1,1,36
"858",400583,2,4,43016,1,4,6
"859",201611,2,2,31116,1,1,42
"860",101407,1,1,30816,1,3,13
"861",101042,1,1,30516,1,1,36
"862",204090,2,2,32816,1,4,6
"863",208906,2,2,50316,1,3,28
"864",205356,2,2,40916,1,4,32
"865",203231,2,2,32216,1,2,17
"866",202966,2,2,32016,1,4,6
"867",203282,2,2,32216,1,2,17
"868",204765,2,2,40416,2,4,6
"869",100345,1,1,22916,1,3,47
"870",207453,2,2,42616,1,3,48
"871",400263,2,4,40216,1,3,28
"872",201724,2,2,40316,2,3,48
"873",205363,2,2,40916,1,4,35
"874",400446,2,4,42316,1,1,42
"875",207198,2,2,50416,1,3,45
"876",208527,2,2,50416,2,3,12
"877",400705,2,4,50516,1,3,48
"878",200799,2,2,31416,1,3,24
"879",202263,2,2,31316,1,4,6
"880",202006,2,2,31216,1,3,48
"881",101164,1,1,30516,1,4,6
"882",203211,2,2,32216,1,3,24
"883",209065,2,2,50416,1,1,33
"884",100614,1,1,30316,1,3,1
"885",201460,2,2,30916,1,3,11
"886",300223,1,3,31316,1,3,21
"887",205981,2,2,41416,1,4,6
"888",203385,2,2,40816,1,3,12
"889",200549,2,2,30216,1,3,48
"890",202142,2,2,32416,1,1,36
"891",102486,1,1,40316,1,3,48
"892",300102,1,3,30616,1,3,11
"893",203870,2,2,33016,2,3,48
"894",103537,1,1,50216,1,3,12
"895",206611,2,2,42116,1,4,6
"896",203638,2,2,32516,1,3,22
"897",208779,2,2,50416,1,3,13
"898",103479,1,1,50116,1,2,17
"899",205258,2,2,40816,1,4,6
"900",206975,2,2,42316,1,3,24
"901",202375,2,2,40816,1,3,48
"902",400542,2,4,43016,1,2,26
"903",202848,2,2,31916,1,3,48
"904",100656,1,1,30416,1,4,6
"905",102093,1,1,31716,1,4,53
"906",201797,2,2,31216,1,4,6
"907",202521,2,2,32416,1,2,20
"908",201631,2,2,31116,2,3,48
"909",102618,1,1,40916,1,4,6
"910",200102,2,2,22916,1,3,22
"911",205639,2,2,41116,1,3,12
"912",205870,2,2,41216,1,4,6
"913",101220,1,1,31216,2,3,48
"914",400550,2,4,42916,1,3,51
"915",200749,2,2,32916,1,3,48
"916",204664,2,2,40316,1,3,11
"917",209637,2,2,50616,1,3,28
"918",202987,2,2,32016,1,4,6
"919",202214,2,2,31316,1,2,27
"920",101399,1,1,30816,1,2,17
"921",204580,2,2,41316,1,3,12
"922",209002,2,2,50316,1,2,27
"923",101213,1,1,30516,1,4,6
"924",400441,2,4,42316,1,1,36
"925",205497,2,2,41016,1,1,34
"926",203026,2,2,32016,1,3,45
"927",201463,2,2,30916,1,3,11
"928",100523,1,1,31716,1,2,39
"929",209078,2,2,50416,1,1,42
"930",400332,2,4,40216,1,3,48
"931",208569,2,2,50516,1,1,36
"932",400413,2,4,41716,1,3,22
"933",202283,2,2,31416,1,1,34
"934",100433,1,1,30416,1,1,34
"935",200795,2,2,31216,1,3,47
"936",203620,2,2,40516,1,2,17
"937",103310,1,1,50816,1,4,6
"938",204145,2,2,32916,1,4,6
"939",400401,2,4,50716,1,3,24
"940",400165,2,4,31116,1,3,28
"941",202408,2,2,31516,1,3,22
"942",202004,2,2,31216,1,4,4
"943",204256,2,2,32916,1,1,42
"944",201797,2,2,31416,1,3,51
"945",204832,2,2,40516,1,3,12
"946",102597,1,1,40916,1,4,6
"947",103577,1,1,50216,1,4,6
"948",100692,1,1,42316,1,4,6
"949",100095,1,1,22916,1,3,12
"950",203921,2,2,32716,1,3,12
"951",204837,2,2,40516,1,3,13
"952",204872,2,2,40516,1,1,36
"953",400488,2,4,42316,1,3,48
"954",208273,2,2,43016,1,3,48
"955",209713,2,2,50716,1,1,34
"956",201045,2,2,30516,1,2,17
"957",206653,2,2,42216,2,3,12
"958",204686,2,2,40316,1,4,4
"959",202245,2,2,31316,1,2,26
"960",200981,2,2,30516,1,3,24
"961",208619,2,2,50216,1,3,37
"962",100523,1,1,31616,1,3,51
"963",206731,2,2,42216,1,4,53
"964",400507,2,4,43016,1,3,5
"965",202331,2,2,31816,1,3,48
"966",203127,2,2,32116,1,3,37
"967",100692,1,1,30316,1,4,6
"968",400369,2,4,41016,1,3,12
"969",200356,2,2,30116,1,3,48
"970",204441,2,2,33116,1,4,35
"971",201447,2,2,31016,1,2,18
"972",204830,2,2,40516,1,3,37
"973",208054,2,2,43016,1,1,34
"974",209443,2,2,50416,1,3,1
"975",201414,2,2,30916,1,4,8
"976",400253,2,4,40216,1,2,27
"977",204167,2,2,32916,1,3,22
"978",207437,2,2,50416,1,3,28
"979",102243,1,1,32116,1,1,36
"980",100536,1,1,31216,1,1,42
"981",201436,2,2,30916,1,2,17
"982",203978,2,2,32716,1,3,13
"983",205325,2,2,40916,1,3,48
"984",101684,1,1,31216,1,4,6
"985",206049,2,2,42316,1,3,48
"986",203622,2,2,40516,1,2,27
"987",102870,1,1,42316,1,3,47
"988",203625,2,2,40616,1,2,17
"989",103458,1,1,50116,1,4,6
"990",101715,1,1,31216,1,3,40
"991",205615,2,2,41116,1,2,27
"992",101732,1,1,31216,1,3,48
"993",206042,2,2,41516,1,3,47
"994",103459,1,1,50116,1,3,54
"995",200137,2,2,22916,1,1,34
"996",300062,1,3,22916,1,3,1
"997",201345,2,2,30816,1,2,39
"998",400572,2,4,42916,1,3,24
"999",201136,2,2,30616,1,3,37
"1000",204787,2,2,40416,1,4,6
"1001",201653,2,2,50316,1,1,42
"1002",204687,2,2,50316,1,2,20
"1003",209011,2,2,50316,1,3,28
"1004",206642,2,2,42116,1,2,17
"1005",207078,2,2,42516,1,2,39
"1006",207267,2,2,42516,1,2,17
"1007",204185,2,2,32916,1,3,48
"1008",400480,2,4,50116,1,2,55
"1009",101109,1,1,30516,1,3,11
"1010",204346,2,2,33116,1,4,8
"1011",201498,2,2,30916,1,3,28
"1012",208180,2,2,43016,1,2,20
"1013",202934,2,2,50316,1,3,48
"1014",102160,1,1,32216,1,3,47
"1015",102097,1,1,31716,1,3,12
"1016",205796,2,2,41216,1,2,18
"1017",207946,2,2,42916,1,3,48
"1018",206391,2,2,42016,1,4,6
"1019",101064,1,1,30516,1,3,48
"1020",300072,1,3,31116,1,1,33
"1021",300066,1,3,30216,1,3,13
"1022",100208,1,1,22916,1,3,12
"1023",205339,2,2,40916,1,3,37
"1024",400561,2,4,43016,1,3,12
"1025",101034,1,1,43016,1,2,18
"1026",209271,2,2,50616,1,2,19
"1027",202252,2,2,31316,1,4,53
"1028",103502,1,1,50116,1,3,12
"1029",201170,2,2,30616,1,3,48
"1030",400145,2,4,31116,1,1,36
"1031",208079,2,2,42916,1,4,6
"1032",101347,1,1,30616,1,4,6
"1033",206017,2,2,41516,1,3,48
"1034",204720,2,2,40416,1,3,12
"1035",202973,2,2,50316,1,4,6
"1036",207678,2,2,50516,2,4,6
"1037",207309,2,2,42516,1,2,31
"1038",100176,1,1,50816,2,4,6
"1039",103060,1,1,42316,1,2,17
"1040",100129,1,1,22916,1,4,4
"1041",200900,2,2,30416,1,1,34
"1042",400155,2,4,31016,1,3,48
"1043",100641,1,1,30216,1,4,35
"1044",101966,1,1,31616,1,1,36
"1045",204035,2,2,50316,1,2,39
"1046",201414,2,2,30816,1,4,4
"1047",207866,2,2,42816,1,3,45
"1048",201341,2,2,30816,1,3,12
"1049",208126,2,2,43016,1,1,36
"1050",201283,2,2,33016,2,4,6
"1051",206893,2,2,42816,1,3,48
"1052",209382,2,2,50416,1,3,48
"1053",206321,2,2,41816,1,1,36
"1054",203439,2,2,32316,1,3,12
"1055",202120,2,2,31316,1,1,36
"1056",209197,2,2,50416,1,4,41
"1057",209383,2,2,50416,1,3,48
"1058",200533,2,2,30216,1,3,47
"1059",203093,2,2,32116,1,2,17
"1060",200709,2,2,30316,1,2,18
"1061",400307,2,4,32016,1,3,13
"1062",206905,2,2,42316,1,1,36
"1063",400243,2,4,31816,1,2,17
"1064",101042,1,1,42316,1,1,23
"1065",100172,1,1,31216,1,3,13
"1066",101768,1,1,31216,1,3,21
"1067",207014,2,2,42316,2,1,42
"1068",202503,2,2,31816,1,3,1
"1069",202900,2,2,32416,2,3,51
"1070",102490,1,1,40316,1,2,19
"1071",400661,2,4,50316,1,3,45
"1072",207936,2,2,42916,1,3,11
"1073",204713,2,2,40416,1,2,17
"1074",206158,2,2,41616,1,2,26
"1075",202830,2,2,31916,1,3,48
"1076",203283,2,2,32716,1,2,17
"1077",101138,1,1,30516,1,4,6
"1078",200212,2,2,22916,1,3,13
"1079",206903,2,2,42816,1,2,26
"1080",207631,2,2,42716,1,2,26
"1081",400169,2,4,31116,1,2,26
"1082",200585,2,2,30916,2,4,6
"1083",200984,2,2,30516,1,3,24
"1084",102973,1,1,42316,1,3,48
"1085",102188,1,1,31916,1,4,53
"1086",102447,1,1,50116,1,1,36
"1087",300210,1,3,31216,1,3,5
"1088",207974,2,2,42916,1,2,17
"1089",206849,2,2,42216,1,4,4
"1090",101178,1,1,42316,1,4,6
"1091",200228,2,2,22916,1,2,18
"1092",208590,2,2,50216,1,1,36
"1093",102912,1,1,50116,2,2,27
"1094",203485,2,2,32416,1,3,45
"1095",203245,2,2,32216,1,2,17
"1096",207566,2,2,42716,1,2,26
"1097",101595,1,1,31016,1,3,24
"1098",201551,2,2,30916,1,4,8
"1099",400011,2,4,22916,1,1,36
"1100",200373,2,2,30116,1,3,11
"1101",205596,2,2,42316,1,1,9
"1102",204652,2,2,40716,1,4,53
"1103",100282,1,1,22916,1,3,47
"1104",201358,2,2,30816,1,3,37
"1105",207014,2,2,42816,1,1,36
"1106",203866,2,2,40216,1,4,53
"1107",200424,2,2,30216,1,3,21
"1108",400212,2,4,41016,1,3,12
"1109",400354,2,4,40316,1,2,18
"1110",203194,2,2,32216,1,3,37
"1111",202944,2,2,32016,1,3,13
"1112",100612,1,1,31916,1,2,18
"1113",202214,2,2,31316,1,3,45
"1114",200629,2,2,30216,1,4,53
"1115",208364,2,2,50116,1,4,53
"1116",208883,2,2,50316,1,4,4
"1117",204272,2,2,50416,1,1,25
"1118",400692,2,4,50516,1,3,37
"1119",100545,1,1,31216,1,3,37
"1120",203164,2,2,32116,1,1,36
"1121",205191,2,2,40816,1,3,48
"1122",201336,2,2,30916,1,3,48
"1123",200585,2,2,30216,1,3,48
"1124",208143,2,2,43016,1,1,9
"1125",400374,2,4,43016,1,3,28
"1126",202318,2,2,31416,1,4,6
"1127",100869,1,1,30516,1,3,1
"1128",205012,2,2,40616,1,1,36
"1129",101963,1,1,31716,1,1,34
"1130",204187,2,2,32916,1,1,36
"1131",103759,1,1,50816,1,4,6
"1132",207748,2,2,42716,1,4,32
"1133",204776,2,2,40416,1,4,6
"1134",207785,2,2,42816,1,3,47
"1135",205258,2,2,40816,1,4,6
"1136",208610,2,2,50316,1,2,17
"1137",200399,2,2,30116,1,1,34
"1138",102851,1,1,42316,2,2,39
"1139",205547,2,2,41016,1,3,22
"1140",208031,2,2,42916,2,3,12
"1141",200354,2,2,30116,1,3,51
"1142",201871,2,2,40316,1,3,48
"1143",400229,2,4,42316,1,1,36
"1144",400550,2,4,42916,1,3,37
"1145",201173,2,2,30616,1,3,48
"1146",200408,2,2,30116,1,1,36
"1147",203107,2,2,32116,1,3,12
"1148",204346,2,2,33116,2,3,12
"1149",400678,2,4,50516,1,4,6
"1150",400288,2,4,32016,1,3,47
"1151",207470,2,2,42616,1,3,22
"1152",202758,2,2,32816,1,1,25
"1153",206474,2,2,42116,1,1,42
"1154",400053,2,4,30316,1,3,45
"1155",102724,1,1,43016,1,4,32
"1156",200817,2,2,30416,1,3,51
"1157",200964,2,2,30516,1,3,48
"1158",203954,2,2,32716,1,3,51
"1159",206605,2,2,42116,1,2,17
"1160",100595,1,1,30216,1,1,36
"1161",205012,2,2,40716,2,1,36
"1162",103028,1,1,42316,1,1,36
"1163",203514,2,2,32416,1,1,42
"1164",205745,2,2,41216,1,3,51
"1165",208087,2,2,50416,2,4,6
"1166",201590,2,2,32916,2,1,25
"1167",200644,2,2,30316,1,3,13
"1168",201165,2,2,30616,1,4,6
"1169",207974,2,2,50416,2,1,36
"1170",202848,2,2,31916,1,4,6
"1171",208118,2,2,50216,1,2,17
"1172",300063,1,3,30216,1,3,22
"1173",202459,2,2,31516,2,4,6
"1174",103674,1,1,50416,1,3,51
"1175",205091,2,2,40716,1,3,37
"1176",206729,2,2,50816,2,4,6
"1177",209169,2,2,50416,1,4,35
"1178",102522,1,1,40316,1,3,51
"1179",204343,2,2,33116,1,3,37
"1180",400424,2,4,43016,1,1,42
"1181",209011,2,2,50316,1,2,31
"1182",208644,2,2,50216,1,3,48
"1183",204092,2,2,32816,2,3,48
"1184",300146,1,3,31016,1,2,39
"1185",400113,2,4,30916,1,3,51
"1186",207783,2,2,42816,1,3,48
"1187",100850,1,1,30316,1,3,13
"1188",400446,2,4,42316,1,1,42
"1189",208273,2,2,43016,1,2,26
"1190",100943,1,1,30416,1,1,25
"1191",208200,2,2,43016,1,2,39
"1192",202495,2,2,31516,1,3,13
"1193",200184,2,2,30316,2,4,32
"1194",300283,1,3,40316,1,3,12
"1195",101789,1,1,31916,1,2,39
"1196",203693,2,2,32616,1,4,53
"1197",206479,2,2,42116,1,1,34
"1198",204307,2,2,33016,1,4,6
"1199",100225,1,1,30516,1,1,34
"1200",103120,1,1,50216,1,1,36
"1201",102900,1,1,50116,1,3,22
"1202",208601,2,2,50216,1,1,42
"1203",200371,2,2,30116,1,3,48
"1204",101084,1,1,30816,1,2,26
"1205",206310,2,2,41716,1,4,6
"1206",101859,1,1,31616,1,3,22
"1207",200700,2,2,30316,1,2,17
"1208",202625,2,2,31816,1,3,11
"1209",102529,1,1,41016,1,1,34
"1210",300236,1,3,31616,1,3,47
"1211",100721,1,1,30316,1,3,48
"1212",209748,2,2,50816,1,3,24
"1213",400060,2,4,30216,1,1,36
"1214",201168,2,2,30616,1,4,6
"1215",400213,2,4,31716,1,3,24
"1216",207489,2,2,42616,1,3,51
"1217",101360,1,1,30616,1,1,25
"1218",204622,2,2,41016,2,4,6
"1219",209204,2,2,50416,1,3,48
"1220",205552,2,2,41016,1,4,6
"1221",400351,2,4,40316,1,3,12
"1222",200383,2,2,30116,1,2,17
"1223",400674,2,4,50516,1,3,37
"1224",100443,1,1,30316,1,3,28
"1225",208727,2,2,50216,1,1,36
"1226",103120,1,1,43016,1,3,11
"1227",200520,2,2,30216,1,2,18
"1228",100736,1,1,32616,1,2,27
"1229",202763,2,2,32816,2,1,9
"1230",205153,2,2,40716,1,4,6
"1231",201655,2,2,50316,1,3,12
"1232",101469,1,1,31016,1,3,45
"1233",205124,2,2,40716,1,3,13
"1234",101632,1,1,31216,1,1,36
"1235",200636,2,2,30316,1,3,37
"1236",206267,2,2,41716,1,4,6
"1237",206586,2,2,42116,1,4,6
"1238",205840,2,2,41216,1,2,17
"1239",205490,2,2,41016,1,1,42
"1240",100943,1,1,30416,1,1,36
"1241",400302,2,4,32016,1,3,22
"1242",400216,2,4,31516,1,3,1
"1243",203829,2,2,50416,1,3,13
"1244",205194,2,2,40816,1,3,24
"1245",202212,2,2,31316,1,1,34
"1246",100663,1,1,40316,1,4,6
"1247",205792,2,2,41216,1,4,6
"1248",203986,2,2,32716,1,4,6
"1249",209272,2,2,50416,2,3,13
"1250",201335,2,2,30816,1,3,48
"1251",100286,1,1,22916,1,3,48
"1252",102160,1,1,31916,1,1,36
"1253",209297,2,2,50416,1,1,42
"1254",201939,2,2,31216,1,1,25
"1255",100729,1,1,30316,1,3,54
"1256",300223,1,3,31216,1,2,29
"1257",103642,1,1,50416,1,3,48
"1258",201781,2,2,31116,1,2,27
"1259",400593,2,4,42916,1,3,22
"1260",207149,2,2,42816,1,1,34
"1261",200199,2,2,22916,1,1,34
"1262",101286,1,1,30616,1,3,21
"1263",208804,2,2,50716,2,3,48
"1264",203113,2,2,32116,1,3,24
"1265",400260,2,4,31916,1,1,36
"1266",205207,2,2,40816,1,1,36
"1267",208698,2,2,50216,1,3,48
"1268",206346,2,2,41916,1,3,12
"1269",400437,2,4,43016,1,2,17
"1270",204575,2,2,41316,2,4,6
"1271",100992,1,1,43016,1,3,48
"1272",205602,2,2,41116,1,3,13
"1273",205339,2,2,40916,1,3,12
"1274",203056,2,2,32016,1,3,48
"1275",203113,2,2,32116,1,3,12
"1276",101852,1,1,31216,1,3,22
"1277",207365,2,2,42616,1,1,33
"1278",207201,2,2,42716,1,1,34
"1279",207728,2,2,42716,1,4,41
"1280",300249,1,3,32016,1,3,24
"1281",400467,2,4,42316,1,1,36
"1282",102796,1,1,42316,1,2,39
"1283",202707,2,2,31816,1,4,6
"1284",204275,2,2,33016,1,1,9
"1285",200515,2,2,30216,1,1,42
"1286",202415,2,2,31516,1,3,47
"1287",200565,2,2,30216,1,3,48
"1288",102035,1,1,31716,1,3,12
"1289",200945,2,2,30516,1,4,6
"1290",202980,2,2,32016,1,3,45
"1291",206942,2,2,42316,1,4,6
"1292",100423,1,1,30916,1,1,25
"1293",201338,2,2,30816,1,3,48
"1294",208026,2,2,42916,1,4,6
"1295",202214,2,2,31316,1,3,1
"1296",203127,2,2,32116,1,3,22
"1297",101080,1,1,30516,1,4,35
"1298",400288,2,4,31916,1,1,34
"1299",203485,2,2,32416,1,3,13
"1300",207059,2,2,42316,1,2,17
"1301",103330,1,1,43016,1,3,48
"1302",206455,2,2,42016,1,3,28
"1303",205242,2,2,40816,1,2,39
"1304",203944,2,2,32716,1,3,12
"1305",300103,1,3,30616,1,2,29
"1306",209707,2,2,50716,1,1,25
"1307",200726,2,2,31616,1,3,37
"1308",206611,2,2,42116,1,3,48
"1309",206220,2,2,41716,1,3,45
"1310",102669,1,1,41016,1,4,8
"1311",200772,2,2,30316,1,4,6
"1312",200428,2,2,30216,1,1,42
"1313",202695,2,2,31816,1,4,6
"1314",204160,2,2,32916,1,1,36
"1315",205779,2,2,41216,1,2,18
"1316",204584,2,2,40216,1,4,6
"1317",201585,2,2,50416,2,1,36
"1318",209011,2,2,50316,1,3,48
"1319",206586,2,2,42116,1,4,6
"1320",400012,2,4,22916,1,3,5
"1321",206841,2,2,42316,1,4,4
"1322",207198,2,2,42416,1,2,26
"1323",201055,2,2,30516,1,3,24
"1324",203042,2,2,32016,1,3,48
"1325",201345,2,2,30816,1,2,29
"1326",204765,2,2,40416,1,3,37
"1327",101973,1,1,32116,1,3,12
"1328",101828,1,1,31616,2,4,49
"1329",100362,1,1,30516,2,4,6
"1330",203136,2,2,32116,1,3,37
"1331",100565,1,1,30216,1,1,34
"1332",400187,2,4,31216,1,3,47
"1333",205127,2,2,40716,1,4,41
"1334",204182,2,2,32916,1,3,48
"1335",205164,2,2,41216,1,1,33
"1336",103732,1,1,50816,1,3,21
"1337",100169,1,1,22916,1,2,26
"1338",205363,2,2,40916,1,4,35
"1339",205534,2,2,41016,1,3,48
"1340",400678,2,4,50716,1,3,47
"1341",207693,2,2,50416,1,3,12
"1342",202333,2,2,31416,1,4,6
"1343",202701,2,2,32416,2,3,12
"1344",100398,1,1,30916,2,3,48
"1345",200130,2,2,22916,1,3,47
"1346",400196,2,4,31516,1,3,24
"1347",205400,2,2,40916,1,1,34
"1348",102492,1,1,40216,1,3,51
"1349",209123,2,2,50416,1,4,6
"1350",203591,2,2,42216,1,3,1
"1351",202809,2,2,31916,1,4,6
"1352",202685,2,2,32416,2,3,12
"1353",207244,2,2,42416,1,3,48
"1354",102034,1,1,31716,1,3,1
"1355",202629,2,2,31816,1,3,12
"1356",200772,2,2,30316,1,3,12
"1357",201057,2,2,31116,1,3,12
"1358",400423,2,4,41716,1,3,51
"1359",400455,2,4,50416,1,1,42
"1360",204813,2,2,40516,1,1,34
"1361",400131,2,4,30916,1,3,12
"1362",100215,1,1,31016,1,1,36
"1363",400488,2,4,42316,1,3,13
"1364",103285,1,1,43016,1,3,48
"1365",206754,2,2,42216,1,2,18
"1366",201549,2,2,31016,1,4,8
"1367",102492,1,1,40316,1,3,45
"1368",100412,1,1,30116,1,3,12
"1369",207064,2,2,42816,1,3,48
"1370",206513,2,2,42116,1,2,39
"1371",208937,2,2,50316,1,4,4
"1372",400637,2,4,50116,1,3,24
"1373",400400,2,4,41716,1,3,13
"1374",300224,1,3,31616,1,3,37
"1375",101993,1,1,31716,1,1,34
"1376",208563,2,2,50316,1,2,29
"1377",206547,2,2,42116,1,1,36
"1378",208105,2,2,50116,1,3,48
"1379",102597,1,1,42316,1,3,24
"1380",102622,1,1,40916,1,1,36
"1381",400135,2,4,30916,1,1,36
"1382",208370,2,2,50116,1,2,17
"1383",206787,2,2,42216,1,3,28
"1384",100537,1,1,30916,1,2,20
"1385",300052,1,3,22916,1,3,5
"1386",208090,2,2,42916,1,4,6
"1387",206220,2,2,41716,1,4,6
"1388",206064,2,2,41516,1,3,28
"1389",205101,2,2,40716,1,2,18
"1390",208563,2,2,50316,1,2,26
"1391",206102,2,2,41516,1,4,8
"1392",100882,1,1,30316,1,4,53
"1393",102787,1,1,42316,1,1,36
"1394",204915,2,2,40516,1,3,24
"1395",400627,2,4,50116,1,3,1
"1396",202348,2,2,31416,1,4,6
"1397",202631,2,2,31816,1,3,28
"1398",202429,2,2,31516,1,2,17
"1399",201634,2,2,32816,1,3,48
"1400",400229,2,4,31716,1,3,37
"1401",201250,2,2,30816,1,4,30
"1402",205505,2,2,41016,1,3,48
"1403",201236,2,2,30616,1,4,2
"1404",103229,1,1,43016,1,3,5
"1405",300066,1,3,30816,1,2,29
"1406",102879,1,1,42316,2,2,26
"1407",300266,1,3,31916,1,3,22
"1408",400175,2,4,31116,1,3,48
"1409",205751,2,2,41216,1,3,1
"1410",100850,1,1,30516,2,4,6
"1411",102280,1,1,41716,1,3,13
"1412",400266,2,4,31816,1,1,36
"1413",202909,2,2,31916,1,2,17
"1414",200586,2,2,30216,1,4,32
"1415",100320,1,1,22916,1,4,6
"1416",207763,2,2,42816,1,3,11
"1417",205696,2,2,41116,1,4,6
"1418",101567,1,1,31016,1,1,42
"1419",203757,2,2,32616,1,3,37
"1420",203251,2,2,32316,1,1,36
"1421",100789,1,1,30316,1,4,6
"1422",102059,1,1,31716,1,4,49
"1423",100092,1,1,22916,1,2,26
"1424",101040,1,1,30516,1,1,9
"1425",103577,1,1,50216,1,3,37
"1426",103550,1,1,50216,1,2,17
"1427",203039,2,2,32016,1,3,13
"1428",208143,2,2,43016,1,1,36
"1429",205660,2,2,41116,1,4,6
"1430",400545,2,4,42916,1,3,51
"1431",204343,2,2,33116,2,3,12
"1432",103735,1,1,50816,1,4,6
"1433",400165,2,4,31016,1,2,31
"1434",400351,2,4,40316,1,3,12
"1435",100868,1,1,30516,1,4,6
"1436",100567,1,1,30816,1,1,36
"1437",200371,2,2,30116,1,3,24
"1438",208180,2,2,50216,1,2,26
"1439",200720,2,2,30316,2,1,36
"1440",206654,2,2,42116,1,4,6
"1441",203072,2,2,40916,1,4,32
"1442",201200,2,2,30616,1,1,42
"1443",203211,2,2,32216,1,3,24
"1444",202191,2,2,40616,1,3,48
