psraid,sample,segment,int_date,lang,scregion,sstate
200180,2,2,22916,1,1,3
200182,2,2,22916,1,1,1
200184,2,2,22916,1,1,1
200185,2,2,30116,1,1,3
200186,2,2,22916,1,1,2
200188,2,2,22916,1,1,1
200199,2,2,30416,2,2,2
200200,2,2,22916,1,1,1
200207,2,2,22916,1,1,3
200212,2,2,22916,1,1,3
200213,2,2,22916,1,1,3
200220,2,2,22916,1,1,3
200225,2,2,22916,1,1,2
200228,2,2,22916,1,1,3
200232,2,2,22916,1,1,3
200240,2,2,30616,2,2,3
200245,2,2,22916,1,1,3
200246,2,2,30416,2,2,2
200247,2,2,22916,1,1,2
200252,2,2,22916,1,1,2
200259,2,2,22916,1,1,3
200260,2,2,22916,1,1,3
200263,2,2,22916,1,1,3
200265,2,2,22916,1,1,3
200271,2,2,22916,1,1,2
200274,2,2,22916,1,1,4
200279,2,2,31316,1,1,3
200282,2,2,22916,1,1,4
200284,2,2,22916,1,1,4
200285,2,2,22916,1,1,4
200286,2,2,30916,2,2,4
200291,2,2,22916,1,1,4
200300,2,2,22916,1,1,4
200309,2,2,50816,1,1,4
200317,2,2,22916,1,1,4
200318,2,2,22916,1,1,4
200320,2,2,30516,1,1,4
200328,2,2,31116,1,1,4
200333,2,2,22916,1,1,4
200338,2,2,22916,1,1,4
200340,2,2,22916,1,1,4
200351,2,2,30116,1,1,3
200354,2,2,30116,1,1,3
200356,2,2,30116,1,1,3
200360,2,2,30116,1,1,3
200364,2,2,30116,1,1,2
200365,2,2,30116,1,1,3
200366,2,2,30116,1,1,2
200367,2,2,30116,1,1,3
200371,2,2,30116,1,1,3
200373,2,2,30516,2,2,3
200382,2,2,30116,1,1,3
200383,2,2,30116,1,1,2
200384,2,2,30116,1,1,2
200386,2,2,30116,1,1,3
200387,2,2,30116,1,1,3
200390,2,2,30316,2,2,1
200392,2,2,30116,1,1,3
200394,2,2,30116,1,1,1
200399,2,2,30116,1,1,3
200402,2,2,30116,1,1,1
200405,2,2,30116,1,1,3
200408,2,2,30116,1,1,1
200412,2,2,30116,1,1,4
200414,2,2,30116,1,1,3
200417,2,2,30116,1,1,1
200421,2,2,50416,1,1,3
200424,2,2,30216,1,1,3
200428,2,2,30216,1,1,2
200431,2,2,30216,1,1,1
200432,2,2,30216,1,1,2
200433,2,2,30216,1,1,1
200437,2,2,30216,1,1,3
200438,2,2,30216,1,1,1
200440,2,2,30216,1,1,2
200441,2,2,30216,1,1,2
200447,2,2,30216,1,1,3
200453,2,2,30216,1,1,3
200455,2,2,30216,1,1,2
200469,2,2,30216,1,1,3
200479,2,2,30216,1,1,3
200483,2,2,30316,1,1,3
200484,2,2,31116,1,1,4
200485,2,2,30216,1,1,4
200487,2,2,30216,1,1,2
200495,2,2,30216,1,1,2
200499,2,2,30216,1,1,3
200500,2,2,30216,1,1,2
200501,2,2,30216,1,1,3
200502,2,2,30516,1,1,1
200503,2,2,30216,1,1,4
200507,2,2,30316,1,1,4
200510,2,2,30216,1,1,3
200515,2,2,30216,1,1,2
200516,2,2,30216,1,1,3
200517,2,2,30216,1,1,4
200520,2,2,30216,1,1,1
200526,2,2,30216,1,1,1
200529,2,2,30216,1,1,4
200533,2,2,31216,1,1,3
200543,2,2,30216,1,1,4
200549,2,2,30216,1,1,3
200555,2,2,30216,1,1,4
200556,2,2,30216,1,1,3
200562,2,2,30216,1,1,3
200565,2,2,30216,1,1,3
200566,2,2,32816,2,2,2
200567,2,2,30616,1,1,4
200569,2,2,30216,1,1,3
200570,2,2,30216,1,1,3
200573,2,2,30216,2,2,3
200583,2,2,50416,1,1,4
200585,2,2,30916,2,2,3
200586,2,2,30216,1,1,3
200590,2,2,30816,1,1,4
200594,2,2,30816,1,1,2
200595,2,2,31116,2,2,4
200606,2,2,30216,1,1,4
200607,2,2,30516,2,2,4
200615,2,2,30216,1,1,4
200623,2,2,30216,1,1,4
200624,2,2,31316,2,2,4
200625,2,2,30316,1,1,4
200628,2,2,30216,1,1,4
200629,2,2,31416,1,1,4
200635,2,2,30316,1,1,3
200636,2,2,30316,1,1,3
200642,2,2,30316,2,2,1
200643,2,2,30316,1,1,3
200644,2,2,30516,1,1,1
200647,2,2,30316,1,1,3
200652,2,2,30316,1,1,3
200656,2,2,30316,1,1,3
200662,2,2,31816,2,2,1
200671,2,2,30316,1,1,3
200675,2,2,30316,1,1,3
200683,2,2,30316,1,1,2
200685,2,2,31316,1,1,3
200691,2,2,31016,1,1,4
200695,2,2,30316,1,1,3
200699,2,2,30316,1,1,2
200700,2,2,50416,1,1,3
200701,2,2,30316,1,1,4
200706,2,2,30316,1,1,4
200709,2,2,30316,2,2,3
200712,2,2,30316,1,1,2
200713,2,2,30316,1,1,3
200720,2,2,31516,1,1,1
200722,2,2,31616,1,1,3
200726,2,2,30316,1,1,4
200729,2,2,30316,1,1,4
200733,2,2,30316,1,1,4
200734,2,2,30316,1,1,3
200735,2,2,30316,1,1,4
200736,2,2,31216,2,2,3
200743,2,2,32916,1,1,4
200744,2,2,30316,1,1,4
200749,2,2,30316,2,2,4
200750,2,2,30316,1,1,4
200759,2,2,32916,2,2,3
200763,2,2,30316,1,1,3
200765,2,2,31816,2,2,3
200767,2,2,30316,1,1,4
200768,2,2,31316,2,2,4
200769,2,2,30916,2,2,4
200772,2,2,30316,1,1,3
200774,2,2,30316,1,1,3
200777,2,2,30316,1,1,4
200779,2,2,30316,1,1,4
200782,2,2,30316,1,1,4
200783,2,2,30316,1,1,4
200785,2,2,31416,1,1,4
200790,2,2,31216,1,1,4
200791,2,2,30316,1,1,4
200794,2,2,30416,1,1,4
200795,2,2,30416,1,1,2
200798,2,2,30416,1,1,3
200799,2,2,30416,1,1,3
200801,2,2,30416,1,1,3
200807,2,2,32216,1,1,1
200809,2,2,30516,2,2,3
200811,2,2,30416,1,1,1
200817,2,2,30416,1,1,3
200830,2,2,30416,2,2,3
200834,2,2,30416,1,1,3
200839,2,2,30416,1,1,3
200840,2,2,30416,1,1,3
200841,2,2,31516,1,1,1
200844,2,2,30816,1,1,1
200851,2,2,30416,1,1,3
200855,2,2,30416,1,1,3
200860,2,2,30416,1,1,3
200864,2,2,30416,1,1,2
200866,2,2,30416,1,1,3
200868,2,2,30416,1,1,3
200871,2,2,30416,1,1,3
200877,2,2,30416,1,1,3
200878,2,2,30416,2,2,1
200883,2,2,31516,1,1,3
200886,2,2,30416,1,1,3
200900,2,2,30416,1,1,2
200905,2,2,30416,1,1,1
200907,2,2,30416,1,1,2
200908,2,2,30416,1,1,2
200909,2,2,30416,1,1,3
200912,2,2,30416,1,1,1
200919,2,2,42316,2,2,3
200920,2,2,30416,2,2,4
200923,2,2,30416,1,1,4
200927,2,2,31216,2,2,4
200931,2,2,30416,1,1,4
200934,2,2,30416,1,1,4
200941,2,2,30416,1,1,4
200945,2,2,30516,1,1,4
200946,2,2,31616,1,1,4
200951,2,2,30516,1,1,3
200952,2,2,30516,1,1,3
200964,2,2,31516,1,1,1
200965,2,2,30516,1,1,2
200966,2,2,31316,2,2,3
200980,2,2,30516,1,1,1
200981,2,2,30516,1,1,3
200984,2,2,30516,1,1,3
200986,2,2,30516,1,1,3
200991,2,2,30516,1,1,3
200996,2,2,41016,1,1,2
201003,2,2,30516,1,1,1
201006,2,2,30516,1,1,1
201024,2,2,30816,2,2,3
201031,2,2,30516,1,1,3
201035,2,2,32916,2,2,4
201036,2,2,30516,1,1,3
201040,2,2,30516,1,1,2
201043,2,2,30816,1,1,3
201045,2,2,30516,1,1,2
201046,2,2,31116,1,1,3
201052,2,2,30516,1,1,1
201054,2,2,30516,1,1,3
201055,2,2,30516,1,1,1
201056,2,2,30516,2,2,4
201057,2,2,30516,1,1,3
201059,2,2,30516,1,1,1
201060,2,2,32016,2,2,3
201076,2,2,30516,1,1,1
201081,2,2,30516,1,1,3
201086,2,2,30816,1,1,3
201088,2,2,30516,1,1,1
201089,2,2,30516,1,1,3
201093,2,2,31516,1,1,3
201103,2,2,42716,2,2,3
201104,2,2,31016,1,1,3
201108,2,2,30516,1,1,1
201110,2,2,30516,1,1,1
201117,2,2,30616,1,1,3
201122,2,2,30516,1,1,4
201124,2,2,31516,1,1,3
201127,2,2,31316,1,1,4
201128,2,2,30616,1,1,3
201136,2,2,30616,1,1,4
201137,2,2,30616,1,1,4
201138,2,2,30616,1,1,4
201142,2,2,30616,1,1,2
201149,2,2,30616,1,1,1
201153,2,2,30616,1,1,4
201155,2,2,30616,1,1,1
201156,2,2,30616,1,1,2
201159,2,2,31216,1,1,3
201162,2,2,30816,1,1,3
201165,2,2,30616,1,1,1
201168,2,2,30616,1,1,3
201170,2,2,30616,1,1,3
201173,2,2,30616,1,1,3
201175,2,2,30616,1,1,2
201180,2,2,30616,1,1,4
201183,2,2,30616,1,1,2
201187,2,2,30616,1,1,4
201189,2,2,30616,1,1,3
201192,2,2,30616,1,1,3
201193,2,2,30616,1,1,4
201194,2,2,31516,1,1,1
201198,2,2,30616,1,1,2
201200,2,2,32616,1,1,3
201207,2,2,30816,1,1,3
201209,2,2,30616,1,1,1
201213,2,2,30616,1,1,3
201215,2,2,31316,1,1,3
201218,2,2,30616,1,1,1
201221,2,2,30616,1,1,3
201224,2,2,30616,2,2,3
201231,2,2,30616,1,1,3
201232,2,2,30616,1,1,3
201234,2,2,30616,1,1,1
201236,2,2,30616,1,1,3
201239,2,2,30616,1,1,4
201245,2,2,30816,1,1,4
201250,2,2,30916,2,2,1
201251,2,2,31516,1,1,4
201255,2,2,30616,1,1,4
201257,2,2,30616,1,1,3
201264,2,2,42216,1,1,4
201267,2,2,33016,2,2,4
201270,2,2,30616,1,1,4
201271,2,2,31016,2,2,4
201280,2,2,30616,1,1,4
201283,2,2,50316,1,1,1
201287,2,2,30616,1,1,4
201292,2,2,31316,1,1,3
201295,2,2,30916,1,1,3
201299,2,2,30816,1,1,1
201304,2,2,30916,1,1,1
201306,2,2,30816,1,1,1
201307,2,2,30816,1,1,1
201318,2,2,30816,1,1,2
201321,2,2,30816,1,1,2
201327,2,2,50316,1,1,3
201329,2,2,30816,1,1,3
201331,2,2,30816,1,1,2
201335,2,2,30816,1,1,1
201336,2,2,30816,1,1,2
201338,2,2,30816,1,1,3
201339,2,2,30816,1,1,2
201340,2,2,30816,1,1,3
201341,2,2,30816,1,1,3
201345,2,2,30916,2,2,3
201350,2,2,30816,1,1,3
201351,2,2,30816,1,1,1
201352,2,2,30816,1,1,3
201354,2,2,30816,1,1,2
201358,2,2,30816,1,1,2
201361,2,2,30816,1,1,3
201363,2,2,30816,1,1,2
201365,2,2,31516,1,1,3
201368,2,2,30816,1,1,3
201371,2,2,30916,1,1,3
201372,2,2,30816,1,1,1
201375,2,2,30916,1,1,1
201376,2,2,30916,1,1,1
201378,2,2,30816,1,1,3
201388,2,2,30816,1,1,3
201391,2,2,30816,1,1,3
201392,2,2,30816,1,1,3
201400,2,2,30816,2,2,4
201403,2,2,30816,1,1,4
201409,2,2,30816,1,1,4
201410,2,2,30816,1,1,4
201412,2,2,30816,1,1,4
201414,2,2,30916,1,1,4
201415,2,2,31416,1,1,4
201431,2,2,31316,1,1,3
201436,2,2,30916,1,1,2
201447,2,2,30916,1,1,3
201448,2,2,30916,1,1,3
201455,2,2,31016,1,1,3
201460,2,2,30916,1,1,2
201461,2,2,40616,1,1,3
201462,2,2,30916,1,1,2
201463,2,2,30916,1,1,3
201468,2,2,30916,1,1,3
201469,2,2,30916,1,1,1
201472,2,2,30916,1,1,3
201474,2,2,30916,2,2,3
201478,2,2,30916,1,1,2
201479,2,2,30916,1,1,4
201487,2,2,31016,1,1,2
201490,2,2,30916,1,1,3
201491,2,2,50416,2,2,1
201494,2,2,30916,1,1,3
201497,2,2,30916,1,1,2
201498,2,2,30916,1,1,4
201500,2,2,40516,2,2,3
201504,2,2,30916,1,1,3
201511,2,2,30916,1,1,4
201520,2,2,31516,1,1,3
201521,2,2,30916,1,1,1
201530,2,2,30916,1,1,4
201540,2,2,30916,1,1,4
201549,2,2,32916,2,2,2
201551,2,2,30916,1,1,3
201552,2,2,30916,1,1,3
201554,2,2,31016,1,1,3
201562,2,2,31016,1,1,1
201573,2,2,31516,1,1,1
201575,2,2,40616,1,1,2
201576,2,2,31016,1,1,3
201578,2,2,31016,1,1,3
201585,2,2,31016,1,1,3
201587,2,2,31016,1,1,3
201590,2,2,31016,1,1,3
201591,2,2,31016,1,1,2
201594,2,2,32916,1,1,3
201598,2,2,50416,2,2,3
201605,2,2,32816,2,2,3
201607,2,2,31116,1,1,3
201610,2,2,31016,1,1,1
201611,2,2,31016,1,1,1
201617,2,2,31116,1,1,1
201618,2,2,31016,1,1,3
201622,2,2,31516,1,1,3
201623,2,2,31116,1,1,3
201624,2,2,31116,2,2,1
201631,2,2,31016,1,1,3
201632,2,2,40816,1,1,3
201633,2,2,31016,1,1,2
201634,2,2,31016,1,1,3
201640,2,2,31016,1,1,3
201646,2,2,31016,1,1,3
201652,2,2,50416,1,1,1
201653,2,2,31516,1,1,3
201655,2,2,50316,1,1,3
201658,2,2,31016,1,1,2
201662,2,2,31016,1,1,3
201665,2,2,31016,1,1,3
201666,2,2,31016,1,1,3
201669,2,2,31016,1,1,2
201673,2,2,31016,1,1,3
201676,2,2,31016,2,2,4
201678,2,2,31016,1,1,3
201680,2,2,31016,1,1,3
201681,2,2,31016,1,1,3
201683,2,2,31016,1,1,3
201687,2,2,31516,1,1,3
201690,2,2,31016,1,1,3
201691,2,2,31016,1,1,3
201697,2,2,31016,1,1,2
201700,2,2,31216,2,2,4
201707,2,2,40316,1,1,3
201708,2,2,31016,1,1,4
201718,2,2,31116,1,1,1
201724,2,2,40816,1,1,2
201726,2,2,31116,1,1,3
201727,2,2,32716,1,1,3
201737,2,2,31116,1,1,3
201740,2,2,31316,2,2,3
201752,2,2,31116,1,1,1
201754,2,2,31116,1,1,3
201755,2,2,31516,1,1,3
201757,2,2,31216,1,1,3
201762,2,2,31116,1,1,3
201764,2,2,31116,1,1,4
201772,2,2,31116,1,1,4
201776,2,2,31116,1,1,2
201778,2,2,31116,1,1,3
201781,2,2,31116,1,1,2
201782,2,2,31416,1,1,3
201785,2,2,31316,2,2,4
201795,2,2,31116,1,1,4
201797,2,2,31116,1,1,4
201798,2,2,31116,2,2,4
201816,2,2,31116,1,1,4
201838,2,2,31416,1,1,4
201846,2,2,40316,1,1,4
201851,2,2,31216,1,1,1
201859,2,2,31216,1,1,3
201861,2,2,31216,1,1,3
201862,2,2,32216,2,2,3
201865,2,2,41916,1,1,4
201871,2,2,41016,1,1,4
201878,2,2,31516,1,1,3
201886,2,2,31216,1,1,4
201887,2,2,31216,1,1,4
201899,2,2,31216,1,1,4
201902,2,2,32816,2,2,4
201908,2,2,31216,1,1,3
201924,2,2,31216,1,1,1
201929,2,2,31216,2,2,4
201939,2,2,31216,1,1,1
201949,2,2,32016,2,2,1
201955,2,2,31216,1,1,3
201957,2,2,31216,1,1,3
201960,2,2,31216,1,1,1
201965,2,2,31216,1,1,3
201966,2,2,41316,1,1,3
201972,2,2,31216,1,1,3
201987,2,2,31216,1,1,3
201989,2,2,31216,1,1,3
201994,2,2,31216,1,1,3
202004,2,2,31216,1,1,4
202006,2,2,31816,2,2,4
202016,2,2,31216,1,1,4
202020,2,2,31216,2,2,4
202021,2,2,31216,1,1,4
202028,2,2,31216,1,1,3
202030,2,2,31216,1,1,3
202039,2,2,31216,1,1,3
202040,2,2,31216,1,1,3
202042,2,2,31216,1,1,3
202044,2,2,31616,1,1,3
202052,2,2,31216,1,1,3
202055,2,2,31316,1,1,3
202056,2,2,31316,1,1,4
202057,2,2,31316,1,1,4
202060,2,2,31316,1,1,4
202064,2,2,31316,1,1,4
202065,2,2,31316,1,1,3
202066,2,2,31316,1,1,4
202068,2,2,31316,1,1,3
202069,2,2,32216,2,2,3
202070,2,2,40816,1,1,3
202072,2,2,31316,1,1,4
202074,2,2,31316,1,1,4
202075,2,2,31316,1,1,4
202082,2,2,31416,1,1,2
202084,2,2,31316,1,1,2
202092,2,2,31316,1,1,3
202093,2,2,31316,1,1,3
202095,2,2,31416,1,1,1
202101,2,2,31316,1,1,2
202104,2,2,33016,2,2,3
202106,2,2,31316,1,1,2
202107,2,2,31316,1,1,3
202108,2,2,31316,1,1,3
202111,2,2,31316,1,1,3
202115,2,2,31316,1,1,3
202116,2,2,31316,1,1,2
202120,2,2,31316,1,1,3
202121,2,2,31316,1,1,2
202126,2,2,32416,2,2,3
202129,2,2,31316,1,1,3
202136,2,2,31316,1,1,3
202138,2,2,31316,1,1,1
202139,2,2,31316,1,1,3
202141,2,2,31316,1,1,3
202142,2,2,31316,1,1,3
202149,2,2,31416,1,1,1
202157,2,2,31316,1,1,3
202163,2,2,31316,1,1,3
202166,2,2,50316,1,1,3
202168,2,2,31316,1,1,3
202173,2,2,31316,1,1,2
202181,2,2,31316,1,1,3
202191,2,2,31316,1,1,3
202198,2,2,31316,1,1,2
202205,2,2,40616,2,2,4
202207,2,2,31316,1,1,4
202208,2,2,31316,1,1,3
202209,2,2,31316,1,1,1
202212,2,2,31316,1,1,3
202214,2,2,31316,1,1,2
202221,2,2,31316,1,1,3
202232,2,2,31316,1,1,3
202237,2,2,31316,1,1,2
202245,2,2,31316,1,1,2
202252,2,2,31316,1,1,4
202260,2,2,31316,1,1,4
202262,2,2,31316,1,1,4
202263,2,2,31316,1,1,4
202271,2,2,31316,1,1,4
202273,2,2,31416,1,1,4
202278,2,2,31416,1,1,2
202280,2,2,31416,1,1,3
202281,2,2,31916,1,1,3
202282,2,2,31416,1,1,1
202283,2,2,31416,1,1,1
202285,2,2,41316,1,1,3
202287,2,2,31416,1,1,2
202291,2,2,31416,1,1,3
202292,2,2,31416,1,1,3
202301,2,2,31416,1,1,2
202312,2,2,31416,1,1,2
202313,2,2,31416,1,1,2
202315,2,2,50516,1,1,3
202318,2,2,31816,1,1,3
202320,2,2,31416,1,1,2
202321,2,2,31416,1,1,4
202324,2,2,31416,1,1,4
202325,2,2,31416,1,1,4
202328,2,2,31416,1,1,4
202331,2,2,31416,1,1,4
202333,2,2,40416,1,1,4
202339,2,2,31416,1,1,4
202348,2,2,32816,2,2,3
202367,2,2,31416,1,1,4
202371,2,2,31416,1,1,4
202375,2,2,31416,1,1,4
202376,2,2,31416,1,1,4
202379,2,2,31416,1,1,4
202383,2,2,40816,1,1,3
202390,2,2,31916,1,1,3
202394,2,2,31516,1,1,3
202396,2,2,31516,1,1,1
202398,2,2,31516,1,1,3
202400,2,2,32816,2,2,3
202401,2,2,31516,1,1,2
202408,2,2,31516,1,1,3
202409,2,2,31616,1,1,3
202413,2,2,31516,1,1,3
202414,2,2,31516,1,1,3
202415,2,2,31516,1,1,3
202418,2,2,31516,1,1,3
202428,2,2,31516,1,1,3
202429,2,2,31516,1,1,2
202434,2,2,31516,1,1,3
202435,2,2,31516,1,1,2
202437,2,2,31516,1,1,1
202438,2,2,31516,1,1,3
202441,2,2,31516,1,1,3
202443,2,2,31516,1,1,1
202457,2,2,31516,1,1,3
202459,2,2,31516,2,2,4
202460,2,2,31516,1,1,4
202468,2,2,50716,2,2,3
202475,2,2,31516,1,1,3
202485,2,2,31516,1,1,2
202489,2,2,31516,1,1,3
202495,2,2,31516,1,1,4
202503,2,2,31516,2,2,4
202504,2,2,31516,1,1,4
202506,2,2,31516,2,2,4
202508,2,2,31616,1,1,3
202518,2,2,31616,1,1,2
202521,2,2,31816,1,1,3
202537,2,2,31616,1,1,3
202539,2,2,32416,1,1,3
202543,2,2,32416,1,1,2
202548,2,2,31616,1,1,3
202549,2,2,31816,2,2,4
202555,2,2,31616,1,1,1
202556,2,2,40616,1,1,3
202560,2,2,31616,1,1,3
202563,2,2,41216,2,2,4
202572,2,2,31616,1,1,4
202577,2,2,31616,1,1,4
202582,2,2,31616,1,1,4
202586,2,2,43016,2,2,4
202591,2,2,32516,1,1,3
202593,2,2,32216,1,1,1
202594,2,2,31916,1,1,2
202595,2,2,31816,1,1,4
202596,2,2,31816,1,1,3
202609,2,2,31816,1,1,1
202610,2,2,31816,1,1,3
202615,2,2,31816,1,1,2
202618,2,2,31816,1,1,3
202622,2,2,31816,1,1,3
202625,2,2,31816,1,1,3
202629,2,2,31816,1,1,3
202631,2,2,31816,1,1,3
202635,2,2,32116,1,1,3
202638,2,2,32516,1,1,1
202642,2,2,31816,1,1,3
202643,2,2,31816,1,1,2
202656,2,2,31816,1,1,4
202660,2,2,31816,1,1,3
202664,2,2,31816,1,1,4
202669,2,2,40816,1,1,3
202675,2,2,31816,1,1,2
202676,2,2,31916,1,1,3
202678,2,2,31816,1,1,4
202682,2,2,31816,1,1,4
202684,2,2,31816,1,1,3
202685,2,2,31816,1,1,4
202688,2,2,31816,1,1,4
202690,2,2,31816,1,1,4
202691,2,2,31816,1,1,4
202693,2,2,32416,2,2,1
202695,2,2,31916,1,1,3
202701,2,2,31916,1,1,3
202704,2,2,31916,1,1,3
202707,2,2,32316,2,2,3
202708,2,2,31916,1,1,3
202712,2,2,31916,1,1,3
202716,2,2,40716,1,1,3
202720,2,2,32016,2,2,4
202722,2,2,31916,1,1,4
202724,2,2,42616,1,1,3
202725,2,2,31916,1,1,3
202737,2,2,31916,1,1,3
202742,2,2,31916,1,1,3
202749,2,2,31916,1,1,1
202752,2,2,32316,1,1,1
202758,2,2,31916,1,1,3
202763,2,2,31916,2,2,3
202768,2,2,31916,1,1,3
202769,2,2,32816,1,1,1
202770,2,2,31916,1,1,3
202778,2,2,32016,2,2,3
202782,2,2,32016,2,2,1
202783,2,2,31916,1,1,3
202787,2,2,31916,1,1,3
202795,2,2,31916,1,1,1
202806,2,2,31916,1,1,3
202809,2,2,31916,1,1,4
202820,2,2,31916,1,1,3
202824,2,2,31916,1,1,3
202827,2,2,31916,1,1,3
202828,2,2,31916,1,1,3
202830,2,2,32216,2,2,3
202831,2,2,31916,1,1,3
202842,2,2,31916,1,1,4
202847,2,2,31916,1,1,4
202848,2,2,31916,2,2,4
202852,2,2,31916,1,1,3
202857,2,2,31916,1,1,1
202860,2,2,31916,1,1,4
202863,2,2,31916,1,1,4
202865,2,2,31916,1,1,4
202866,2,2,31916,2,2,2
202881,2,2,31916,1,1,3
202882,2,2,31916,1,1,4
202883,2,2,31916,1,1,2
202884,2,2,32416,2,2,3
202890,2,2,31916,1,1,3
202899,2,2,31916,1,1,3
202900,2,2,31916,1,1,3
202905,2,2,31916,1,1,4
202909,2,2,50316,1,1,3
202912,2,2,31916,1,1,4
202925,2,2,31916,1,1,1
202931,2,2,31916,1,1,2
202933,2,2,31916,1,1,4
202934,2,2,50516,2,2,4
202936,2,2,31916,1,1,4
202937,2,2,40816,1,1,3
202941,2,2,31916,1,1,4
202942,2,2,31916,1,1,4
202944,2,2,31916,1,1,4
202952,2,2,32016,1,1,3
202956,2,2,32016,1,1,3
202958,2,2,32016,1,1,3
202962,2,2,41716,2,2,4
202964,2,2,32016,1,1,4
202966,2,2,32016,2,2,4
202969,2,2,32216,2,2,4
202970,2,2,32016,1,1,4
202971,2,2,32016,1,1,4
202972,2,2,50316,1,1,4
202973,2,2,32016,1,1,1
202974,2,2,32016,1,1,4
202977,2,2,32016,2,2,3
202978,2,2,32016,1,1,4
202979,2,2,41516,1,1,3
202980,2,2,32016,1,1,2
202981,2,2,32016,1,1,4
202985,2,2,32016,1,1,3
202987,2,2,32016,1,1,2
202990,2,2,32016,1,1,2
202995,2,2,32016,1,1,2
202996,2,2,32016,1,1,3
202997,2,2,32016,1,1,1
203006,2,2,32016,1,1,2
203008,2,2,32016,1,1,4
203009,2,2,32016,1,1,1
203012,2,2,32016,1,1,3
203014,2,2,32016,1,1,4
203015,2,2,32016,1,1,3
203016,2,2,32016,1,1,3
203026,2,2,32016,1,1,3
203027,2,2,32016,1,1,3
203031,2,2,32016,1,1,3
203039,2,2,32016,1,1,3
203041,2,2,32016,1,1,2
203042,2,2,32016,1,1,3
203043,2,2,32016,1,1,3
203049,2,2,32016,1,1,3
203056,2,2,32016,1,1,3
203062,2,2,32016,1,1,4
203063,2,2,32016,1,1,3
203067,2,2,41616,2,2,4
203068,2,2,32016,1,1,4
203071,2,2,32116,1,1,4
203072,2,2,40916,1,1,4
203075,2,2,32616,1,1,4
203076,2,2,32316,1,1,2
203078,2,2,32116,1,1,3
203080,2,2,32116,1,1,2
203086,2,2,32116,1,1,1
203093,2,2,32116,1,1,2
203101,2,2,32316,1,1,3
203105,2,2,32116,1,1,1
203106,2,2,32116,1,1,3
203107,2,2,32116,1,1,3
203110,2,2,32116,1,1,1
203111,2,2,32116,1,1,3
203112,2,2,32116,1,1,3
203113,2,2,32116,1,1,3
203126,2,2,32116,1,1,2
203127,2,2,32116,1,1,3
203130,2,2,32116,1,1,3
203131,2,2,32116,1,1,2
203135,2,2,32116,1,1,3
203136,2,2,32116,1,1,1
203142,2,2,32116,1,1,3
203143,2,2,32116,1,1,3
203144,2,2,32116,1,1,3
203145,2,2,32116,1,1,2
203147,2,2,32116,1,1,1
203151,2,2,32116,1,1,2
203160,2,2,32116,1,1,1
203163,2,2,32116,1,1,1
203164,2,2,32116,1,1,1
203171,2,2,32116,1,1,3
203172,2,2,32116,1,1,1
203173,2,2,32116,1,1,3
203177,2,2,32416,2,2,4
203179,2,2,40316,1,1,1
203180,2,2,32116,1,1,1
203181,2,2,32116,1,1,3
203186,2,2,32116,1,1,3
203190,2,2,32116,1,1,4
203194,2,2,32116,1,1,3
203200,2,2,32216,1,1,3
203211,2,2,32216,1,1,3
203212,2,2,32216,1,1,3
203216,2,2,32216,1,1,1
203219,2,2,32216,1,1,1
203222,2,2,32216,1,1,2
203226,2,2,32216,2,2,3
203228,2,2,32216,1,1,3
203231,2,2,32216,1,1,3
203232,2,2,32216,1,1,2
203245,2,2,32316,1,1,1
203247,2,2,32316,1,1,3
203248,2,2,41216,1,1,1
203251,2,2,42016,1,1,2
203254,2,2,32316,1,1,3
203255,2,2,32816,2,2,1
203257,2,2,32916,1,1,3
203260,2,2,32216,1,1,3
203264,2,2,32216,1,1,1
203267,2,2,32516,1,1,3
203270,2,2,32216,1,1,2
203274,2,2,32216,1,1,2
203279,2,2,32216,1,1,3
203281,2,2,32216,1,1,2
203282,2,2,32216,1,1,3
203283,2,2,32216,1,1,1
203286,2,2,32216,1,1,3
203288,2,2,32216,1,1,1
203291,2,2,32216,1,1,2
203297,2,2,32216,1,1,1
203298,2,2,32216,1,1,1
203301,2,2,32716,1,1,1
203302,2,2,32216,1,1,3
203305,2,2,32216,1,1,2
203312,2,2,40416,1,1,4
203323,2,2,32416,1,1,4
203327,2,2,50416,1,1,4
203328,2,2,32216,1,1,4
203329,2,2,32216,1,1,4
203330,2,2,32216,1,1,4
203331,2,2,32216,1,1,4
203335,2,2,32216,1,1,4
203337,2,2,32216,1,1,4
203338,2,2,33016,2,2,4
203343,2,2,32316,1,1,1
203348,2,2,32316,1,1,1
203353,2,2,32316,1,1,2
203354,2,2,32316,1,1,3
203360,2,2,40816,1,1,3
203364,2,2,32316,1,1,3
203367,2,2,32316,1,1,1
203368,2,2,32316,1,1,3
203371,2,2,40716,1,1,3
203372,2,2,32316,1,1,3
203385,2,2,32416,1,1,1
203389,2,2,32316,1,1,3
203394,2,2,32316,1,1,1
203398,2,2,32916,1,1,3
203401,2,2,32416,1,1,1
203405,2,2,32316,1,1,1
203406,2,2,32316,1,1,3
203407,2,2,40616,1,1,3
203410,2,2,32816,2,2,3
203421,2,2,50816,2,2,3
203422,2,2,32316,1,1,1
203425,2,2,32316,1,1,3
203430,2,2,32316,1,1,1
203432,2,2,32316,1,1,1
203439,2,2,41216,2,2,4
203440,2,2,32316,1,1,4
203441,2,2,32316,1,1,4
203449,2,2,32416,1,1,1
203454,2,2,32416,1,1,1
